lic_no,patron_nm,descr,eff_date,exp_date,descr,work_phn_no,dba_nm,compute_0009,compute_0010,long_descr
20000004160,TYCOON INC OF ST PAUL,Liquor On Sale - Sunday,7/15/2001 00:00:00,7/15/2016 00:00:00,Active            ,6512289500,DOWNTOWNER WOODFIRE GRILL,253 7TH ST W ,"ST PAUL, MN 55104-3549",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0015999,SCANLON'S PUB INC,Liquor On Sale - Sunday,3/10/1993 00:00:00,3/31/2016 00:00:00,Active            ,6516465551,DUBLINER PUB,2162 UNIVERSITY AVE W ,"ST PAUL, MN 55114-1820",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20020005914,EAGLE STREET GRILLE INC,Liquor On Sale - Sunday,3/7/2003 00:00:00,3/7/2016 00:00:00,Active            ,6512251382,EAGLE STREET GRILLE,174 7TH ST W ,"ST PAUL, MN 55102-2521",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20080004592,EL ALAMO LLC,Liquor On Sale - Sunday,3/10/2009 00:00:00,3/1/2016 00:00:00,Active            ,6512244443,EL ALAMO,429 ROBERT ST S ,"ST PAUL, MN 55107-2217",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0018675,EL BURRITO MARKET INC,Liquor On Sale - Sunday,3/20/2013 00:00:00,4/1/2016 00:00:00,Active            ,,EL BURRITO MERCADO,175 CESAR CHAVEZ ST ,"ST PAUL, MN 55107-2309",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
19990007059,ELEMENTS FOOD SERVICE INC,Liquor On Sale - Sunday,12/30/1999 00:00:00,2/1/2016 00:00:00,Active            ,6512920034,ELEMENTS CAFE,120 KELLOGG BLVD W ,"ST PAUL, MN 55102-1208",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20120002528,SMAKEM ST PAUL LLC,Liquor On Sale - Sunday,7/30/2012 00:00:00,5/31/2016 00:00:00,Active            ,6512245400,EMBASSY SUITES ST PAUL - DOWNTOWN,175 10TH ST E ,"ST PAUL, MN 55101-2352",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0014864,CATHEDRAL HILL HOSPITALITY INC,Liquor On Sale - Sunday,6/28/1992 00:00:00,6/27/2016 00:00:00,Active            ,6512259414,FABULOUS FERN'S BAR & GRILL,400 SELBY AVE ,"ST PAUL, MN 55102-4508",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070000100,LTF RESTAURANT COMPANY LLC,Liquor On Sale - Sunday,12/15/2006 00:00:00,12/15/2016 00:00:00,Active Pending Ren,6512097776,FACES MEARS PARK,380 JACKSON ST ,"ST PAUL, MN 55101-1911",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20080001609,TAHER RESTAURANT ACQUISITIONS LLC,Liquor On Sale - Sunday,7/18/2008 00:00:00,7/1/2016 00:00:00,Active            ,6512245606,FOREPAUGH'S,276 EXCHANGE ST S ,"ST PAUL, MN 55102-2417",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110000244,TEW LLC,Liquor On Sale - Sunday,2/2/2011 00:00:00,2/2/2016 00:00:00,Active            ,6516463066,GABE'S BY THE PARK,991 LEXINGTON PKWY N ,"ST PAUL, MN 55103-1107",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070005077,GOLDEN'S DELI INC,Liquor On Sale - Sunday,1/4/2012 00:00:00,3/31/2016 00:00:00,Active            ,6512248888,GOLDEN'S DELI,275 4TH ST E ,"ST PAUL, MN 55101-1696",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016021,ANDREW KAPPAS INC,Liquor On Sale - Sunday,11/24/1993 00:00:00,1/31/2016 00:00:00,Active            ,6512919638,GOPHER BAR,241 7TH ST E ,"ST PAUL, MN 55101-2346",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0035114,ELEMEL INC,Liquor On Sale - Sunday,3/4/1997 00:00:00,2/29/2016 00:00:00,Active            ,6517781065,GOVERNOR'S,959 ARCADE ST ,"ST PAUL, MN 55106-3850",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016295,GRAND 7 SALOON INC,Liquor On Sale - Sunday,3/10/1993 00:00:00,4/1/2016 00:00:00,Active            ,6512226104,GRAND 7 SALOON,315 7TH ST W ,"ST PAUL, MN 55102-2326",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20010004112,HISTORY THEATRE INC,Liquor On Sale - Sunday,9/17/2001 00:00:00,9/17/2016 00:00:00,Active            ,6512924321,GREAT AMERICAN HISTORY THEATRE,30 10TH ST E ,"ST PAUL, MN 55101-2205",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20040004822,GREAT WATERS BREWING COMPANY,Liquor On Sale - Sunday,11/12/2004 00:00:00,12/11/2015 00:00:00,Active Pending Ren,6512242739,GREAT WATERS BREWING COMPANY,426 ST PETER ST ,"ST PAUL, MN 55102-1105",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130005371,THE GREEN MILL INN LLC,Liquor On Sale - Sunday,6/1/2013 00:00:00,6/1/2016 00:00:00,Active            ,6516980353,GREEN MILL,57 HAMLINE AVE S ,"ST PAUL, MN 55105-2248",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20090003003,MARS ENTERPRIZES LLC,Liquor On Sale - Sunday,8/21/2009 00:00:00,8/21/2016 00:00:00,Active            ,6514888245,HALF TIME REC,1013 FRONT AVE ,"ST PAUL, MN 55103-1256",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150000321,LOWERTOWN CAFE LLC,Liquor On Sale - Sunday,2/12/2015 11:29:15,2/12/2016 11:26:42,Pending           ,6514927676,HANDSOME HOG,400 SIBLEY ST STE 150,"ST PAUL, MN 55101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016351,T & M TOP HAT INC,Liquor On Sale - Sunday,3/10/1993 00:00:00,4/1/2016 00:00:00,Active            ,6512281347,HAT TRICK LOUNGE,134 5TH ST E ,"ST PAUL, MN 55101-1622",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20100002397,HEARTLAND RESTAURANT & LOUNGE INC,Liquor On Sale - Sunday,7/14/2010 00:00:00,6/1/2016 00:00:00,Active            ,6516993536,HEARTLAND,289 5TH ST E ,"ST PAUL, MN 55101-2246",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140000555,CITY OF ST PAUL PARKS & RECREATION,Liquor On Sale - Sunday,4/18/2014 00:00:00,4/18/2016 00:00:00,Active            ,6516953774,HIGHLAND NATIONAL GOLFCOURSE & CLUBHOUSE,1403 MONTREAL AVE ,"ST PAUL, MN 55116-2460",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20120005121,HILLCREST OPERATIONS INC,Liquor On Sale - Sunday,3/4/2013 00:00:00,11/1/2016 00:00:00,Active            ,6517746088,HILLCREST COUNTRY CLUB,2200 LARPENTEUR AVE E ,"ST PAUL, MN 55109-4866",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20030002280,MARK & TIM ENTERPRISES INC,Liquor On Sale - Sunday,7/29/2003 00:00:00,7/29/2016 00:00:00,Active            ,6517351234,HOAGIES BAR,1900 STILLWATER AVE ,"ST PAUL, MN 55119-3711",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20060001190,J & W LODGING LLC,Liquor On Sale - Sunday,7/7/2006 00:00:00,6/2/2016 00:00:00,Active            ,6517312220,HOLIDAY INN ST PAUL EAST,2201 BURNS AVE ,"ST PAUL, MN 55119-6667",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20060003739,HOOVERS PUB LLC,Liquor On Sale - Sunday,2/21/2007 00:00:00,2/21/2016 00:00:00,Active            ,6512222265,HOOVER'S PUB,755 JACKSON ST ,"ST PAUL, MN 55117-5536",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016294,MIDWAY ENTERPRISES LIMITED,Liquor On Sale - Sunday,1/28/1997 00:00:00,3/31/2016 00:00:00,Active            ,6516463020,HOT RODS BAR & GRILL,1553 UNIVERSITY AVE W ,"ST PAUL, MN 55104-3903",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0034580,DA FA INC,Liquor On Sale - Sunday,7/1/1994 00:00:00,10/1/2016 00:00:00,Active            ,6512247588,HUNAN GARDEN,380 CEDAR ST ,"ST PAUL, MN 55101-1705",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0092598,J R MAC INC,Liquor On Sale - Sunday,2/1/1987 00:00:00,4/30/2016 00:00:00,Active            ,6512248482,J R MAC'S,1420 7TH ST W ,"ST PAUL, MN 55102-4206",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0033570,JKR INC,Liquor On Sale - Sunday,12/22/1997 00:00:00,12/22/2015 00:00:00,Active Pending Ren,6512930571,JOE AND STAN'S,949 7TH ST W ,"ST PAUL, MN 55102-3501",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20040000766,JC & MTM INC,Liquor On Sale - Sunday,5/28/2004 00:00:00,5/28/2016 00:00:00,Active            ,6516469283,JOHNNY BABY'S,981 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4705",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140000216,JOSEPH'S GRILL INC,Liquor On Sale - Sunday,3/31/2014 00:00:00,3/31/2016 00:00:00,Active            ,6512222435,JOSEPH'S GRILL,140 WABASHA ST S ,"ST PAUL, MN 55107",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016340,620 CLUB INC & DAHL'S 620 CLUB INC,Liquor On Sale - Sunday,2/18/1997 00:00:00,4/30/2016 00:00:00,Active            ,6512273840,KEENAN'S 620 CLUB INC,620 7TH ST W ,"ST PAUL, MN 55102-3124",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0096489,JK CORP OF ST PAUL,Liquor On Sale - Sunday,5/1/1990 00:00:00,4/30/2016 00:00:00,Active            ,6512980099,KELLY'S FAMILY PUB BAR AND GRILL,241 KELLOGG BLVD E ,"ST PAUL, MN 55101-1408",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
19990007185,RESTAURANTS UNLIMITED INC,Liquor On Sale - Sunday,1/21/2000 00:00:00,8/15/2016 00:00:00,Active            ,6516029000,"KINCAID'S FISH, CHOP & STEAK HOUSE",380 ST PETER ST ,"ST PAUL, MN 55102",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016383,SANTOS CORPORATION,Liquor On Sale - Sunday,1/25/1996 00:00:00,1/1/2016 00:00:00,Active            ,6512273156,LA CUCARACHA RESTAURANT,36 DALE ST S ,"ST PAUL, MN 55102-2608",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20030001125,SOLDI INC,Liquor On Sale - Sunday,2/18/2008 00:00:00,10/9/2016 00:00:00,Active            ,6512211061,LA GROLLA,452 SELBY AVE ,"ST PAUL, MN 55102-1727",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150001795,LAKE MONSTER BREWING INC,Liquor On Sale - Sunday,8/18/2015 00:00:00,8/18/2016 00:00:00,Pending           ,6129646288,LAKE MONSTER BREWING,550 VANDALIA ST ,"ST PAUL, MN 55114-1833",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20020000805,L L ENTERTAINMENT SERVICES INC,Liquor On Sale - Sunday,4/26/2002 00:00:00,4/1/2016 00:00:00,Active            ,6514899200,LAMPLIGHTER LOUNGE,160 LARPENTEUR AVE W ,"ST PAUL, MN 55113-6704",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0049923,MINNESOTA LANDMARKS INC,Liquor On Sale - Sunday,8/28/1991 00:00:00,1/1/2016 00:00:00,Active            ,6512924376,LANDMARK BEVERAGE SERVICE,75 5TH ST W ,"ST PAUL, MN 55102-1431",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20030004659,JSR INC A MINNESOTA CORPORATION,Liquor On Sale - Sunday,12/3/2003 00:00:00,12/3/2015 00:00:00,Active Pending Ren,6514884469,LONETTI'S LOUNGE,1091 RICE ST ,"ST PAUL, MN 55117-4920",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20100005167,LOS OCAMPO MEXICAN RESTAURANT INC,Liquor On Sale - Sunday,1/25/2011 00:00:00,1/1/2016 00:00:00,Active            ,6123849959,LOS OCAMPO MEXICAN RESTAURANT ,1751 SUBURBAN AVE ,"ST PAUL, MN 55106-6620",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150002452,J & A INC,Liquor On Sale - Sunday,10/12/2015 00:00:00,10/12/2016 00:00:00,Pending           ,,LOS OCAMPOS,615 UNIVERSITY AVE W ,"ST PAUL, MN 55103-1940",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20120005867,THE EASTSIDERS BAR INC,Liquor On Sale - Sunday,3/25/2013 00:00:00,12/28/2015 00:00:00,Active            ,6517715363,LOUIE'S BAR,883 PAYNE AVE ,"ST PAUL, MN 55130-4101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140002105,LOWERTOWN EVENT CENTER LLC,Liquor On Sale - Sunday,12/9/2014 00:00:00,12/9/2015 00:00:00,Active Pending Ren,6123104369,LOWERTOWN EVENT CENTER,400 SIBLEY ST STE L50,"ST PAUL, MN 55101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130003513,MAI VILLAGE INC,Liquor On Sale - Sunday,3/19/2014 00:00:00,3/19/2016 00:00:00,Active            ,6512902585,MAI VILLAGE RESTAURANT,394 UNIVERSITY AVE W ,"ST PAUL, MN 55103",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20010002326,MEE LEE MOUA,Liquor On Sale - Sunday,6/28/2002 00:00:00,6/14/2016 00:00:00,Active            ,6514887622,MALINA'S SPORTS BAR AND GRILL,691 DALE ST N ,"ST PAUL, MN 55103-1510",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0015773,MANCINI BAR INC,Liquor On Sale - Sunday,1/6/1993 00:00:00,1/31/2016 00:00:00,Active            ,6512247345,MANCINI'S CHAR HOUSE,531 7TH ST W ,"ST PAUL, MN 55102-3641",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070004088,TIMING & CHEMISTRY INC,Liquor On Sale - Sunday,11/14/2007 00:00:00,11/14/2015 00:00:00,Active Pending Ren,6512225670,MERITAGE,410 ST PETER ST ,"ST PAUL, MN 55102-1105",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016102,BOWL-RITE INC,Liquor On Sale - Sunday,3/10/1993 00:00:00,3/31/2016 00:00:00,Active            ,6516461396,MIDWAY PRO BOWL,1556 UNIVERSITY AVE W ,"ST PAUL, MN 55104",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0082059,MINNESOTA HISTORICAL SOCIETY,Liquor On Sale - Sunday,7/29/2013 00:00:00,7/1/2016 00:00:00,Active            ,6512593159,MINNESOTA HISTORICAL SOCIETY,345 KELLOGG BLVD W ,"ST PAUL, MN 55102-1903",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0086794,MINNESOTA MUSIC INC,Liquor On Sale - Sunday,10/22/1997 00:00:00,10/22/2015 00:00:00,Delinquent        ,6517764699,MINNESOTA MUSIC CLUB,499 PAYNE AVE ,"ST PAUL, MN 55130",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130001003,MINTAHOE INC,Liquor On Sale - Sunday,6/6/2013 00:00:00,2/21/2016 00:00:00,Active            ,6127674100,MINTAHOE CATERING & EVENTS,255 6TH ST E ,"ST PAUL, MN 55101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0090805,N M L CORPORATION,Liquor On Sale - Sunday,1/1/1998 00:00:00,1/1/2016 00:00:00,Active            ,6512911236,MOSCOW ON THE HILL,371 SELBY AVE ,"ST PAUL, MN 55102-1822",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130005374,MOUNDS PARK SPORTS BAR LLC,Liquor On Sale - Sunday,8/21/2014 00:00:00,8/19/2016 00:00:00,Active            ,6515001526,MOUNDS PARK SPORTS BAR,1067 HUDSON ROAD ,"ST PAUL, MN 55106-6107",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070000508,COASTER DREAMS LLC,Liquor On Sale - Sunday,10/21/2013 00:00:00,4/27/2016 00:00:00,Active            ,6512223301,NGON VIETNAMESE BISTRO,799 UNIVERSITY AVE W ,"ST PAUL, MN 55104-4806",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20090002244,BIS LIQUORS INC,Liquor On Sale - Sunday,10/13/2009 00:00:00,6/1/2016 00:00:00,Active            ,6514899858,NICKELS SPORTS BAR,501 BLAIR AVE ,"ST PAUL, MN 55103-1636",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016246,O'GARA'S BAR & GRILL INC,Liquor On Sale - Sunday,1/7/1993 00:00:00,2/28/2016 00:00:00,Active            ,6516443333,O'GARA'S BAR & GRILL,164 SNELLING AVE N ,"ST PAUL, MN 55108",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20010003342,JOHNSEN FOOD & PUB INC,Liquor On Sale - Sunday,9/18/2001 00:00:00,9/18/2016 00:00:00,Active            ,6517767010,OBB'S SPORTS BAR & GRILL,1347 BURNS AVE ,"ST PAUL, MN 55106-6518",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016280,ORDWAY CENTER FOR THE PERFORMING ARTS,Liquor On Sale - Sunday,11/22/1996 00:00:00,1/31/2016 00:00:00,Active            ,6512823000,ORDWAY CENTER FOR THE PERFORMING ARTS,345 WASHINGTON ST ,"ST PAUL, MN 55102-1419",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110000863,NICK'S ORIG CONEY ISL TAVERN & CAFE LLC ,Liquor On Sale - Sunday,4/30/2011 00:00:00,4/30/2016 00:00:00,Active            ,6512248287,ORIGINAL CONEY ISLAND,444 ST PETER ST ,"ST PAUL, MN 55102-1107",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150002190,OX CART ALE HOUSE ROOFTOP LLC,Liquor On Sale - Sunday,7/20/2015 09:48:01,7/19/2016 09:45:32,Pending           ,6129194027,OX CART ALE HOUSE ROOFTOP,255 6TH ST E ,"ST PAUL, MN 55101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20000003749,PARK HOLDINGS LLC,Liquor On Sale - Sunday,9/1/2000 00:00:00,7/1/2016 00:00:00,Active            ,6516026023,PARK HOLDINGS LLC,317 WASHINGTON ST ,"ST PAUL, MN 55102-1609",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016366,PAT MCGOVERN'S INC,Liquor On Sale - Sunday,7/20/2007 10:04:32,2/29/2016 00:00:00,Active            ,6512245821,PATRICK MCGOVERN'S PUB,225 7TH ST W ,"ST PAUL, MN 55102-2522",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
19980005219,350 MARKET STREET LLC,Liquor On Sale - Sunday,9/15/1998 00:00:00,7/1/2016 00:00:00,Active            ,6512237000,PAZZALUNA,360 ST PETER ST ,"ST PAUL, MN 55102-3641",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140000553,CITY OF ST PAUL PARKS & RECREATION,Liquor On Sale - Sunday,4/18/2014 00:00:00,4/18/2016 00:00:00,Active            ,6517780413,PHALEN PARK GOLF COURSE & CLUB HOUSE,1615 PHALEN DRIVE ,"ST PAUL, MN 55106",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140001654,ZATENG EMPIRE CORP,Liquor On Sale - Sunday,12/24/2014 00:00:00,10/3/2016 00:00:00,Active            ,6517853736,PLAN B LOUNGE,879 RICE ST ,"ST PAUL, MN 55117-5421",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0065734,D P MCCUE INC,Liquor On Sale - Sunday,4/1/1990 00:00:00,6/26/2016 00:00:00,Active            ,6516992227,PLUM'S NEIGHBORHOOD BAR & GRILL,480 SNELLING AVE S ,"ST PAUL, MN 55105-2147",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110005029,DAY-THOM INC,Liquor On Sale - Sunday,3/10/2012 00:00:00,3/10/2016 00:00:00,Active            ,6517747273,PORKY'S BAR,1080 PAYNE AVE ,"ST PAUL, MN 55130-3843",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150000314,LEVY PREMIUM FOODSERVICE LP,Liquor On Sale - Sunday,3/18/2015 00:00:00,3/18/2016 00:00:00,Active            ,6512889896,PROFESSIONAL SPORTS CATERING,360 BROADWAY ST ,"ST PAUL, MN 55101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140000924,PUBLIC KITCHEN AND BAR LLC,Liquor On Sale - Sunday,6/1/2014 00:00:00,6/1/2016 00:00:00,Active            ,6127357099,PUBLIC KITCHEN AND BAR,229 6TH ST E ,"ST PAUL, MN 55101-1919",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140001202,KAVIN CHOUA THAO,Liquor On Sale - Sunday,7/23/2014 00:00:00,7/23/2016 00:00:00,Active            ,6513302371,PUPRAYA THAI RESTAURANT,945 RICE ST UNIT A,"ST PAUL, MN 55117",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20100000062,RAS ETHIOPIAN BAR & RESTAURANT LLC,Liquor On Sale - Sunday,7/2/2010 00:00:00,1/1/2016 00:00:00,Active            ,6516986407,RAS RESTAURANT & LOUNGE,2516 7TH ST W ,"ST PAUL, MN 55116-2817",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140000394,DOUBLE BLACK DIAMOND INC,Liquor On Sale - Sunday,5/6/2014 00:00:00,6/5/2016 00:00:00,Active            ,6517890545,RED COW,393 SELBY AVE ,"ST PAUL, MN 55102-1724",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20150002529,LY BROTHERS LLC,Liquor On Sale - Sunday,10/19/2015 00:00:00,10/19/2016 00:00:00,Pending           ,,RED WOK,1626 WHITE BEAR AVE N ,"ST PAUL, MN 55106-1610",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20140003421,ST D LLC,Liquor On Sale - Sunday,6/23/2015 00:00:00,6/1/2016 00:00:00,Active            ,,SAINT DINETTE,261 5TH ST E ,"ST PAUL, MN 55101",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20050000245,SAKURA RESTAURANT INC,Liquor On Sale - Sunday,2/4/2005 00:00:00,2/4/2016 00:00:00,Active            ,6512240185,SAKURA JAPANESE RESTAURANT,350 ST PETER ST 195,"ST PAUL, MN 55102",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070002220,SALUT GRAND AVENUE LLC,Liquor On Sale - Sunday,5/23/2008 00:00:00,5/23/2016 00:00:00,Active            ,6519172345,SALUT BAR AMERICAN,917 GRAND AVE ,"ST PAUL, MN 55105-3043",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
0016118,SAVOY INN INC,Liquor On Sale - Sunday,2/18/1997 00:00:00,4/30/2016 00:00:00,Active            ,6512271437,SAVOY INN,421 7TH ST E ,"ST PAUL, MN 55101-2433",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070004701,SAWATDEE ST PAUL LLC,Liquor On Sale - Sunday,12/10/2007 00:00:00,12/10/2015 00:00:00,Active Pending Ren,6515287106,SAWATDEE ST PAUL,486 ROBERT ST N ,"ST PAUL, MN 55101-2246",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20120002446,EDEVELOPMENT LLC,Liquor On Sale - Sunday,5/30/2014 00:00:00,5/30/2016 00:00:00,Active            ,6513565061,SCHWIETZ'S SALOON,956 PAYNE AVE ,"ST PAUL, MN 55116-2825",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20070004716,SOBO RESTAURANTS INC,Liquor On Sale - Sunday,1/21/2008 00:00:00,1/21/2016 00:00:00,Active            ,6512242019,SENOR WONG,111 KELLOGG BLVD E ,"ST PAUL, MN 55101-1237",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20110004795,COMPLETE BEVERAGE SERVICE INC,Liquor On Sale - Sunday,2/2/2012 00:00:00,7/1/2016 00:00:00,Active            ,8005507750,SEVENTH STREET SOCIAL,2176 7TH ST W ,"ST PAUL, MN 55116-3152",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20130003592,VASQUEZ INC,Liquor On Sale - Sunday,10/7/2013 00:00:00,10/6/2015 00:00:00,Delinquent        ,6514934660,SHADEY'S,674 DODD ROAD ,"ST PAUL, MN 55107-3639",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
20060004156,MEEFY BEAT INC,Liquor On Sale - Sunday,12/10/2006 00:00:00,12/10/2015 00:00:00,Active Pending Ren,6512289925,SHAMROCKS IRISH NOOK,995 7TH ST W ,"ST PAUL, MN 55102-3519",For the sale of liquor by the glass for consumption on the premises on Sunday.  {establishment must also have a Liquor On Sale license}
